,ORIGEM,,,GO,,,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO
,DESTINO,,,AC,,,AC,,,AC,,,AC,,,AC,AC,AC,AC,,,AL,,,AL,AL,AL,AL,AL,AL,AL,AL,AL,AL,AL,AL,AL,,,AM,,,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,,,AP,,,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,,,BA,,,BA,BA,BA,BA,BA,BA,BA,BA,BA,BA,BA,BA,BA,,,CE,,,CE,CE,CE,CE,CE,CE,CE,CE,CE,CE,CE,CE,CE,,,DF,,,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,DF,,,ES,,,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,,,GO,,,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,,,MA,,,MA,MA,MA,MA,MA,MA,MA,MA,MA,MA,MA,MA,MA,,,MG,,,MG,MG,MG,MG,MG,MG,MG,MG,MG,MG,MG,MG,MG,,,MG,,,MS,,,MS,MS,MS,MS,MS,MS,MS,MS,MS,MS,,,MT,,,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,,,PA,,,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,PA,,,PB,,,PB,PB,PB,PB,PB,PB,PB,PB,PB,PB,PB,PB,PB,,,PE,,,PE,PE,PE,PE,PE,PE,PE,PE,PE,PE,PE,PE,PE,,,PI,,,PI,PI,PI,PI,PI,PI,PI,PI,PI,PI,PI,PI,PI,,,PR,,,PR,PR,PR,PR,PR,PR,PR,PR,PR,PR,PR,PR,PR,,,RJ,,,RJ,RJ,RJ,RJ,RJ,RJ,RJ,RJ,RJ,RJ,RJ,RJ,RJ,RJ,RJ,RJ,,,RN,,,RN,RN,RN,RN,RN,RN,RN,RN,RN,RN,,,RO,,,RO,RO,RO,RO,RO,RO,RO,RO,RO,RO,RO,RO,RO,,,RR,,,RR,RR,RR,RR,RR,RR,RR,RR,RR,RR,RR,RR,RR,,,RS,,,RS,RS,RS,RS,RS,RS,RS,RS,RS,RS,RS,RS,RS,,,SC,,,SC,SC,SC,SC,SC,SC,SC,SC,SC,SC,SC,SC,SC,,,SE,,,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,,,SP,,,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,,,TO,,,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO,TO
,TIPO DE TARIFA,,,AC CAPITAL 1,,,AC CAPITAL 2,,,AC CAPITAL 3,,,AC INTERIOR  1,,,AC INTERIOR 2,,,AC INTERIOR 3,,,AL CAPITAL 1,,,AL CAPITAL 2,,,AL CAPITAL 3,,,AL INTERIOR 1,,,AL INTERIOR 2,,,AL INTERIOR 3,,,AM CAPITAL 1,,,AM CAPITAL 2,,,AM CAPITAL 3,,,AM INTERIOR 1,,,AM INTERIOR 2,,,AM INTERIOR 3,,,AP CAPITAL 1,,,AP CAPITAL 2,,,AP CAPITAL 3,,,AP CAPITAL 1,,,AP INTERIOR 2,,,AP INTERIOR 3,,,BA CAPITAL 1,,,BA CAPITAL 2,,,BA CAPITAL 3,,,BA INTERIOR 1,,,BA INTERIOR 2,,,BA INTERIOR 3,,,CE CAPITAL 1,,,CE CAPITAL 2,,,CE CAPITAL 3,,,CE INTERIOR 1,,,CE INTERIOR 2,,,CE INTERIOR 3,,,DF CAPITAL 1,,,DF CAPITAL 2,,,DF CAPITAL 3,,,DF INTERIOR 1,,,DF INTERIOR 2,,,DF INTERIOR 3,,,ES CAPITAL 1,,,ES CAPITAL 2,,,ES CAPITAL 3,,,ES INTERIOR 1,,,ES INTERIOR 2,,,ES INTERIOR 3,,,GO CAPITAL 1,,,GO CAPITAL 2,,,GO CAPITAL 3,,,GO INTERIOR 1,,,GO INTERIOR 2,,,GO INTERIOR 3,,,MA CAPITAL 1,,,MA CAPITAL 2,,,MA CAPITAL 3,,,MA INTERIOR 1,,,MA INTERIOR 2,,,MA INTERIOR 3,,,MG CAPITAL 1,,,MG CAPITAL 2,,,MG CAPITAL 3,,,MG INTERIOR 1,,,MG INTERIOR 2,,,MG INTERIOR 3,,,MS CAPITAL 1,,,MS CAPITAL 2,,,MS CAPITAL 3,,,MS INTERIOR 1,,,MS INTERIOR 2,,,MS INTERIOR 3,,,MT CAPITAL 1,,,MT CAPITAL 2,,,MT CAPITAL 3,,,MT INTERIOR 1,,,MT INTERIOR 2,,,MT INTERIOR 3,,,PA CAPITAL 1,,,PA CAPITAL 2,,,PA CAPITAL 3,,,PA INTERIOR 1,,,PA INTERIOR 2,,,PA INTERIOR 3,,,PB CAPITAL 1,,,PB CAPITAL 2,,,PB CAPITAL 3,,,PB INTERIOR 1,,,PB INTERIOR 2,,,PB INTERIOR 3,,,PE CAPITAL 1,,,PE CAPITAL 2,,,PE CAPITAL 3,,,PE INTERIOR 1,,,PE INTERIOR 2,,,PE INTERIOR 3,,,PI CAPITAL 1,,,PI CAPITAL 2,,,PI CAPITAL 3,,,PI INTERIOR 1,,,PI INTERIOR 2,,,PI INTERIOR 3,,,PR CAPITAL 1,,,PR CAPITAL 2,,,PR CAPITAL 3,,,PR INTERIOR 1,,,PR INTERIOR 2,,,PR INTERIOR 3,,,RJ CAPITAL 1,,,RJ CAPITAL 2,,,RJ CAPITAL 3,,,RJ INTERIOR 1,,,RJ INTERIOR 2,,,RJ INTERIOR 3,,,RN CAPITAL 1,,,RN CAPITAL 2,,,RN CAPITAL 3,,,RN CAPITAL 1,,,RN INTERIOR 2,,,RN INTERIOR 3,,,RO CAPITAL 1,,,RO CAPITAL 2,,,RO CAPITAL 3,,,RO INTERIOR 1,,,RO INTERIOR 2,,,RO INTERIOR 3,,,RR CAPITAL 1,,,RR CAPITAL 2,,,RR CAPITAL 3,,,RR INTERIOR 1,,,RR INTERIOR 2,,,RR INTERIOR 3,,,RS CAPITAL 1,,,RS CAPITAL 2,,,RS CAPITAL 3,,,RS INTERIOR 1,,,RS INTERIOR 2,,,RS INTERIOR 3,,,SC CAPITAL 1,,,SC CAPITAL 2,,,SC CAPITAL 3,,,SC INTERIOR 1,,,SC INTERIOR 2,,,SC INTERIOR 3,,,SE CAPITAL 1,,,SE CAPITAL 2,,,SE CAPITAL 3,,,SE INTERIOR 1,,,SE INTERIOR 2,,,SE INTERIOR 3,,,SP CAPITAL 1,,,SP CAPITAL 2,,,SP CAPITAL 3,,,SP INTERIOR 1,,,SP INTERIOR 2,,,SP INTERIOR 3,,,TO CAPITAL 1,,,TO CAPITAL 2,,,TO CAPITAL 3,,,TO INTERIOR 1,,,TO INTERIOR 2,,,TO INTERIOR 3
Peso Até (kg),"0,25","26,40","50,00%","R$ 39,60","R$ 27,24","R$ 0,50","R$ 40,86","R$ 29,14","R$ 0,50","R$ 43,71","R$ 111,70","R$ 0,50","R$ 167,55","R$ 113,26","R$ 0,50","R$ 169,89","R$ 113,26","R$ 0,50","R$ 169,89","R$ 20,53","R$ 0,50","R$ 30,80","R$ 21,20","R$ 0,50","R$ 31,80","R$ 23,00","R$ 0,50","R$ 34,50","R$ 74,47","R$ 0,50","R$ 111,71","R$ 75,24","R$ 0,50","R$ 112,86","R$ 88,19","R$ 0,50","R$ 132,29","R$ 31,22","R$ 0,50","R$ 46,83","R$ 32,21","R$ 0,50","R$ 48,32","R$ 34,08","R$ 0,50","R$ 51,12","R$ 117,46","R$ 0,50","R$ 176,19","R$ 119,04","R$ 0,50","R$ 178,56","R$ 140,90","R$ 0,50","R$ 211,35","R$ 34,91","R$ 0,50","R$ 52,37","R$ 36,02","R$ 0,50","R$ 54,03","R$ 37,81","R$ 0,50","R$ 56,72","R$ 118,59","R$ 0,50","R$ 177,89","R$ 120,08","R$ 0,50","R$ 180,12","R$ 141,04","R$ 0,50","R$ 211,56","R$ 19,38","R$ 0,50","R$ 29,07","R$ 20,02","R$ 0,50","R$ 30,03","R$ 21,71","R$ 0,50","R$ 32,57","R$ 70,31","R$ 0,50","R$ 105,47","R$ 71,04","R$ 0,50","R$ 106,56","R$ 83,27","R$ 0,50","R$ 124,91","R$ 23,24","R$ 0,50","R$ 34,86","R$ 23,97","R$ 0,50","R$ 35,96","R$ 25,78","R$ 0,50","R$ 38,67","R$ 78,14","R$ 0,50","R$ 117,21","R$ 78,94","R$ 0,50","R$ 118,41","R$ 92,00","R$ 0,50","R$ 138,00","R$ 7,62","R$ 0,50","R$ 11,43","R$ 7,88","R$ 0,50","R$ 11,82","R$ 8,64","R$ 0,50","R$ 12,96","R$ 30,54","R$ 0,50","R$ 45,81","R$ 30,85","R$ 0,50","R$ 46,28","R$ 36,41","R$ 0,50","R$ 54,62","R$ 8,16","R$ 0,50","R$ 12,24","R$ 8,43","R$ 0,50","R$ 12,65","R$ 9,20","R$ 0,50","R$ 13,80","R$ 28,36","R$ 0,50","R$ 42,54","R$ 28,65","R$ 0,50","R$ 42,98","R$ 34,72","R$ 0,50","R$ 52,08","R$ 7,52","R$ 0,50","R$ 11,28","R$ 7,77","R$ 0,50","R$ 11,66","R$ 8,54","R$ 0,50","R$ 12,81","R$ 30,42","R$ 0,50","R$ 45,63","R$ 30,72","R$ 0,50","R$ 46,08","R$ 36,29","R$ 0,50","R$ 54,44","R$ 20,71","R$ 0,50","R$ 31,07","R$ 21,39","R$ 0,50","R$ 32,09","R$ 23,16","R$ 0,50","R$ 34,74","R$ 74,68","R$ 0,50","R$ 112,02","R$ 75,45","R$ 0,50","R$ 113,18","R$ 88,40","R$ 0,50","R$ 132,60","R$ 7,95","R$ 0,50","R$ 11,93","R$ 8,21","R$ 0,50","R$ 12,32","R$ 8,98","R$ 0,50","R$ 13,47","R$ 28,11","R$ 0,50","R$ 42,17","R$ 28,39","R$ 0,50","R$ 42,59","R$ 34,46","R$ 0,50","R$ 51,69","R$ 8,40","R$ 0,50","R$ 12,60","R$ 8,68","R$ 0,50","R$ 18,90","R$ 9,45","R$ 0,50","R$ 14,18","R$ 31,48","R$ 0,50","R$ 47,22","R$ 31,79","R$ 0,50","R$ 47,69","R$ 37,36","R$ 0,50","R$ 56,04","R$ 8,51","R$ 0,50","R$ 12,77","R$ 8,79","R$ 0,50","R$ 13,19","R$ 9,56","R$ 0,50","R$ 14,34","R$ 31,61","R$ 0,50","R$ 47,42","R$ 31,92","R$ 0,50","R$ 47,88","R$ 37,49","R$ 0,50","R$ 56,24","R$ 10,09","R$ 0,50","R$ 15,14","R$ 10,42","R$ 0,50","R$ 15,63","R$ 11,28","R$ 0,50","R$ 16,92","R$ 48,77","R$ 0,50","R$ 73,16","R$ 49,50","R$ 0,50","R$ 74,25","R$ 59,52","R$ 0,50","R$ 89,28","R$ 22,28","R$ 0,50","R$ 33,42","R$ 23,01","R$ 0,50","R$ 34,52","R$ 24,81","R$ 0,50","R$ 37,22","R$ 77,43","R$ 0,50","R$ 116,15","R$ 78,21","R$ 0,50","R$ 117,32","R$ 91,39","R$ 0,50","R$ 137,09","R$ 21,41","R$ 0,50","R$ 32,12","R$ 22,09","R$ 0,50","R$ 33,14","R$ 23,90","R$ 0,50","R$ 35,85","R$ 75,93","R$ 0,50","R$ 113,90","R$ 76,70","R$ 0,50","R$ 115,05","R$ 89,77","R$ 0,50","R$ 134,66","R$ 20,00","R$ 0,50","R$ 30,00","R$ 20,66","R$ 0,50","R$ 30,99","R$ 22,37","R$ 0,50","R$ 33,56","R$ 72,11","R$ 0,50","R$ 108,17","R$ 72,86","R$ 0,50","R$ 109,29","R$ 85,37","R$ 0,50","R$ 128,06","R$ 8,05","R$ 0,50","R$ 12,08","R$ 8,32","R$ 0,50","R$ 12,48","R$ 9,09","R$ 0,50","R$ 13,64","R$ 28,41","R$ 0,50","R$ 42,62","R$ 28,71","R$ 0,50","R$ 43,07","R$ 34,83","R$ 0,50","R$ 52,25","R$ 7,95","R$ 0,50","R$ 11,93","R$ 8,21","R$ 0,50","R$ 12,32","R$ 8,98","R$ 0,50","R$ 13,47","R$ 28,11","R$ 0,50","R$ 42,17","R$ 28,39","R$ 0,50","R$ 42,59","R$ 34,46","R$ 0,50","R$ 51,69","R$ 22,56","R$ 0,50","R$ 33,84","R$ 23,30","R$ 0,50","R$ 34,95","R$ 25,13","R$ 0,50","R$ 37,70","R$ 78,41","R$ 0,50","R$ 117,62","R$ 79,20","R$ 0,50","R$ 118,80","R$ 92,54","R$ 0,50","R$ 138,81","R$ 24,89","R$ 0,50","R$ 37,34","R$ 25,68","R$ 0,50","R$ 38,52","R$ 27,55","R$ 0,50","R$ 41,33","R$ 109,85","R$ 0,50","R$ 164,78","R$ 111,43","R$ 0,50","R$ 167,15","R$ 133,30","R$ 0,50","R$ 199,95","R$ 32,74","R$ 0,50","R$ 49,11","R$ 33,77","R$ 0,50","R$ 50,66","R$ 35,66","R$ 0,50","R$ 53,49","R$ 119,30","R$ 0,50","R$ 178,95","R$ 120,86","R$ 0,50","R$ 181,29","R$ 142,73","R$ 0,50","R$ 214,10","R$ 18,68","R$ 0,50","R$ 28,02","R$ 19,29","R$ 0,50","R$ 28,94","R$ 21,02","R$ 0,50","R$ 31,53","R$ 64,72","R$ 0,50","R$ 97,08","R$ 65,39","R$ 0,50","R$ 98,09","R$ 79,23","R$ 0,50","R$ 118,85","R$ 16,95","R$ 0,50","R$ 25,43","R$ 17,50","R$ 0,50","R$ 26,25","R$ 19,14","R$ 0,50","R$ 28,71","R$ 59,80","R$ 0,50","R$ 89,70","R$ 60,42","R$ 0,50","R$ 90,63","R$ 73,31","R$ 0,50","R$ 109,97","R$ 19,82","R$ 0,50","R$ 29,73","R$ 20,48","R$ 0,50","R$ 30,72","R$ 22,21","R$ 0,50","R$ 33,32","R$ 71,91","R$ 0,50","R$ 107,87","R$ 72,65","R$ 0,50","R$ 108,98","R$ 85,16","R$ 0,50","R$ 127,74","R$ 7,74","R$ 0,50","R$ 11,61","R$ 7,99","R$ 0,50","R$ 11,99","R$ 8,76","R$ 0,50","R$ 13,14","R$ 27,86","R$ 0,50","R$ 41,79","R$ 28,14","R$ 0,50","R$ 42,21","R$ 34,21","R$ 0,50","R$ 51,32","R$ 8,88","R$ 0,50","R$ 13,32","R$ 9,17","R$ 0,50","R$ 13,76","R$ 10,00","R$ 0,50","R$ 15,00","R$ 37,80","R$ 0,50","R$ 56,70","R$ 46,35","R$ 0,50","R$ 69,53","R$ 55,91","R$ 0,50","R$ 83,87"
Peso Até (kg),1,"35,30","50,00%","R$ 52,95","R$ 36,40","R$ 0,50","R$ 54,60","R$ 38,31","R$ 0,50","R$ 57,47","R$ 122,86","R$ 0,50","R$ 184,29","R$ 124,43","R$ 0,50","R$ 186,65","R$ 124,43","R$ 0,50","R$ 186,65","R$ 24,35","R$ 0,50","R$ 36,53","R$ 25,13","R$ 0,50","R$ 37,70","R$ 26,93","R$ 0,50","R$ 40,40","R$ 79,32","R$ 0,50","R$ 118,98","R$ 80,12","R$ 0,50","R$ 120,18","R$ 93,16","R$ 0,50","R$ 139,74","R$ 44,98","R$ 0,50","R$ 67,47","R$ 46,37","R$ 0,50","R$ 69,56","R$ 48,27","R$ 0,50","R$ 72,41","R$ 134,47","R$ 0,50","R$ 201,71","R$ 136,04","R$ 0,50","R$ 204,06","R$ 158,04","R$ 0,50","R$ 237,06","R$ 53,15","R$ 0,50","R$ 79,73","R$ 54,79","R$ 0,50","R$ 82,19","R$ 56,59","R$ 0,50","R$ 84,89","R$ 140,83","R$ 0,50","R$ 211,25","R$ 142,34","R$ 0,50","R$ 213,51","R$ 163,40","R$ 0,50","R$ 245,10","R$ 22,96","R$ 0,50","R$ 34,44","R$ 23,69","R$ 0,50","R$ 35,54","R$ 25,39","R$ 0,50","R$ 38,09","R$ 74,80","R$ 0,50","R$ 112,20","R$ 75,55","R$ 0,50","R$ 113,33","R$ 87,85","R$ 0,50","R$ 131,78","R$ 29,62","R$ 0,50","R$ 44,43","R$ 30,57","R$ 0,50","R$ 45,86","R$ 32,38","R$ 0,50","R$ 48,57","R$ 86,09","R$ 0,50","R$ 129,14","R$ 86,96","R$ 0,50","R$ 130,44","R$ 100,10","R$ 0,50","R$ 150,15","R$ 8,27","R$ 0,50","R$ 12,41","R$ 8,55","R$ 0,50","R$ 12,83","R$ 9,33","R$ 0,50","R$ 14,00","R$ 31,90","R$ 0,50","R$ 47,85","R$ 32,24","R$ 0,50","R$ 48,36","R$ 37,95","R$ 0,50","R$ 56,93","R$ 9,38","R$ 0,50","R$ 14,07","R$ 9,68","R$ 0,50","R$ 14,52","R$ 10,47","R$ 0,50","R$ 15,71","R$ 30,33","R$ 0,50","R$ 45,50","R$ 30,64","R$ 0,50","R$ 45,96","R$ 36,88","R$ 0,50","R$ 55,32","R$ 8,05","R$ 0,50","R$ 12,08","R$ 8,33","R$ 0,50","R$ 12,50","R$ 9,11","R$ 0,50","R$ 13,67","R$ 31,65","R$ 0,50","R$ 47,48","R$ 31,97","R$ 0,50","R$ 47,96","R$ 37,68","R$ 0,50","R$ 56,52","R$ 24,69","R$ 0,50","R$ 37,04","R$ 25,49","R$ 0,50","R$ 38,24","R$ 27,29","R$ 0,50","R$ 40,94","R$ 79,73","R$ 0,50","R$ 119,60","R$ 80,55","R$ 0,50","R$ 120,83","R$ 93,57","R$ 0,50","R$ 140,36","R$ 8,95","R$ 0,50","R$ 13,43","R$ 9,24","R$ 0,50","R$ 13,86","R$ 10,03","R$ 0,50","R$ 15,05","R$ 29,81","R$ 0,50","R$ 44,72","R$ 30,11","R$ 0,50","R$ 45,17","R$ 36,35","R$ 0,50","R$ 54,53","R$ 9,88","R$ 0,50","R$ 14,82","R$ 10,20","R$ 0,50","R$ 22,23","R$ 10,98","R$ 0,50","R$ 16,47","R$ 33,83","R$ 0,50","R$ 50,75","R$ 34,18","R$ 0,50","R$ 51,27","R$ 39,89","R$ 0,50","R$ 59,84","R$ 10,09","R$ 0,50","R$ 15,14","R$ 10,42","R$ 0,50","R$ 15,63","R$ 11,20","R$ 0,50","R$ 16,80","R$ 34,08","R$ 0,50","R$ 51,12","R$ 34,43","R$ 0,50","R$ 51,65","R$ 40,15","R$ 0,50","R$ 60,23","R$ 12,39","R$ 0,50","R$ 18,59","R$ 12,78","R$ 0,50","R$ 19,17","R$ 13,66","R$ 0,50","R$ 20,49","R$ 52,54","R$ 0,50","R$ 78,81","R$ 53,28","R$ 0,50","R$ 79,92","R$ 63,58","R$ 0,50","R$ 95,37","R$ 27,58","R$ 0,50","R$ 41,37","R$ 28,47","R$ 0,50","R$ 42,71","R$ 30,28","R$ 0,50","R$ 45,42","R$ 84,05","R$ 0,50","R$ 126,08","R$ 84,91","R$ 0,50","R$ 127,37","R$ 98,18","R$ 0,50","R$ 147,27","R$ 25,94","R$ 0,50","R$ 38,91","R$ 26,77","R$ 0,50","R$ 40,16","R$ 28,59","R$ 0,50","R$ 42,89","R$ 81,67","R$ 0,50","R$ 122,51","R$ 82,50","R$ 0,50","R$ 123,75","R$ 95,66","R$ 0,50","R$ 143,49","R$ 23,83","R$ 0,50","R$ 35,75","R$ 24,60","R$ 0,50","R$ 36,90","R$ 26,33","R$ 0,50","R$ 39,50","R$ 76,93","R$ 0,50","R$ 115,40","R$ 77,73","R$ 0,50","R$ 116,60","R$ 90,29","R$ 0,50","R$ 135,44","R$ 9,07","R$ 0,50","R$ 13,61","R$ 9,37","R$ 0,50","R$ 14,06","R$ 10,16","R$ 0,50","R$ 15,24","R$ 30,15","R$ 0,50","R$ 45,23","R$ 30,46","R$ 0,50","R$ 45,69","R$ 36,75","R$ 0,50","R$ 55,13","R$ 8,95","R$ 0,50","R$ 13,43","R$ 9,24","R$ 0,50","R$ 13,86","R$ 10,03","R$ 0,50","R$ 15,05","R$ 29,81","R$ 0,50","R$ 44,72","R$ 30,11","R$ 0,50","R$ 45,17","R$ 36,35","R$ 0,50","R$ 54,53","R$ 27,94","R$ 0,50","R$ 41,91","R$ 28,83","R$ 0,50","R$ 43,25","R$ 30,67","R$ 0,50","R$ 46,01","R$ 85,14","R$ 0,50","R$ 127,71","R$ 86,01","R$ 0,50","R$ 129,02","R$ 99,45","R$ 0,50","R$ 149,18","R$ 32,22","R$ 0,50","R$ 48,33","R$ 33,25","R$ 0,50","R$ 49,88","R$ 35,13","R$ 0,50","R$ 52,70","R$ 119,17","R$ 0,50","R$ 178,76","R$ 120,74","R$ 0,50","R$ 181,11","R$ 142,74","R$ 0,50","R$ 214,11","R$ 48,03","R$ 0,50","R$ 72,05","R$ 49,54","R$ 0,50","R$ 74,31","R$ 51,42","R$ 0,50","R$ 77,13","R$ 138,16","R$ 0,50","R$ 207,24","R$ 139,73","R$ 0,50","R$ 209,60","R$ 161,73","R$ 0,50","R$ 242,60","R$ 21,04","R$ 0,50","R$ 31,56","R$ 21,72","R$ 0,50","R$ 32,58","R$ 23,48","R$ 0,50","R$ 35,22","R$ 67,81","R$ 0,50","R$ 101,72","R$ 68,51","R$ 0,50","R$ 102,77","R$ 82,41","R$ 0,50","R$ 123,62","R$ 18,66","R$ 0,50","R$ 27,99","R$ 19,27","R$ 0,50","R$ 28,91","R$ 20,91","R$ 0,50","R$ 31,37","R$ 62,01","R$ 0,50","R$ 93,02","R$ 62,66","R$ 0,50","R$ 93,99","R$ 75,60","R$ 0,50","R$ 113,40","R$ 23,50","R$ 0,50","R$ 35,25","R$ 24,24","R$ 0,50","R$ 36,36","R$ 25,98","R$ 0,50","R$ 38,97","R$ 76,54","R$ 0,50","R$ 114,81","R$ 77,31","R$ 0,50","R$ 115,97","R$ 89,89","R$ 0,50","R$ 134,84","R$ 8,51","R$ 0,50","R$ 12,77","R$ 8,79","R$ 0,50","R$ 13,19","R$ 9,58","R$ 0,50","R$ 14,37","R$ 29,28","R$ 0,50","R$ 43,92","R$ 29,58","R$ 0,50","R$ 44,37","R$ 35,82","R$ 0,50","R$ 53,73","R$ 10,28","R$ 0,50","R$ 15,42","R$ 10,62","R$ 0,50","R$ 15,93","R$ 11,46","R$ 0,50","R$ 17,19","R$ 40,23","R$ 0,50","R$ 60,35","R$ 49,00","R$ 0,50","R$ 73,50","R$ 58,83","R$ 0,50","R$ 88,25"
